id,text,label,image_path,clip_similarity,visual_label
72640,"is bribing muslims for liberal votes justin trudeau's only skill? why does justin trudeau love foreigners so much while openly disrespecting canadians, canadian values, our history and traditions, our seniors and veterans? sharia law has no place in canada! never has... never will.",0,data/raw/hateful_memes_images/72640.png,0.28279852867126465,a neutral image
64318,when they take too long to blow out the candle,0,data/raw/hateful_memes_images/64318.png,0.2996317446231842,a neutral image
17956,one simple question why are we letting one man systematically destroy our nation before our eyes? answer mitch mcconnell,0,data/raw/hateful_memes_images/17956.png,0.2746967673301697,a neutral image
93547,d.j. osama spin laden droppin' beats like the twin towers,1,data/raw/hateful_memes_images/93547.png,0.3067798614501953,a meme about them (out-group)
10743,move to new york they said it'll be fun they said,0,data/raw/hateful_memes_images/10743.png,0.28441718220710754,a meme about us (in-group)
37091,my sandwich-maker is very slow today,0,data/raw/hateful_memes_images/37091.png,0.3407989740371704,a meme about us (in-group)
25719,when you accidentally fall in the toilet,0,data/raw/hateful_memes_images/25719.png,0.18676182627677917,a meme about us (in-group)
76825,two woman walking home together after a nice day out together,0,data/raw/hateful_memes_images/76825.png,0.30774563550949097,a meme about us (in-group)
72598,texas churches be like... pew pew pew,0,data/raw/hateful_memes_images/72598.png,0.36656516790390015,a meme about us (in-group)
43078,i don't always have a heat stroke and get frostbite in the same week but when i do i know i'm in kentucky,0,data/raw/hateful_memes_images/43078.png,0.20206677913665771,a neutral image
51846,doesn't wear tampons because she trips over the string,0,data/raw/hateful_memes_images/51846.png,0.2527344226837158,a neutral image
1569,when you can't decide to pre heat the oven or just throw the meal in right away,0,data/raw/hateful_memes_images/01569.png,0.24569667875766754,a meme about us (in-group)
95812,happy shot in the face day 5-2-2011,0,data/raw/hateful_memes_images/95812.png,0.1736021637916565,a neutral image
6418,1 bomb every minute,0,data/raw/hateful_memes_images/06418.png,0.2871323227882385,a meme about us (in-group)
53976,black power comes with a lot of responsibility,0,data/raw/hateful_memes_images/53976.png,0.22550612688064575,a neutral image
70193,that chiken is so black no one is going to eat it,0,data/raw/hateful_memes_images/70193.png,0.3003661036491394,a neutral image
60427,i hope both teams lose,0,data/raw/hateful_memes_images/60427.png,0.252358615398407,a meme about us (in-group)
78395,say the damn pronouns,0,data/raw/hateful_memes_images/78395.png,0.3274349570274353,a meme about us (in-group)
4876,goin,0,data/raw/hateful_memes_images/04876.png,0.20216919481754303,a neutral image
92075,we need problem solvers not racist and religious bigots in office,0,data/raw/hateful_memes_images/92075.png,0.3433271050453186,a meme about them (out-group)
86354,officer down,0,data/raw/hateful_memes_images/86354.png,0.31534579396247864,a neutral image
74386,we said we would never forget why are you voting them into our government?,1,data/raw/hateful_memes_images/74386.png,0.3014259338378906,a neutral image
59613,when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention,1,data/raw/hateful_memes_images/59613.png,0.2621958255767822,a meme about us (in-group)
10263,"rep. dan crenshaw former navy seal decorated war hero literally lost an eye ""doing something about terrorism"" rep.ocasio-cortez former bartender supports socialism told dan crenshawn he should ""do something about terrorism""",0,data/raw/hateful_memes_images/10263.png,0.37845730781555176,a meme about them (out-group)
48279,nice watch must have cost an arm and a leg,0,data/raw/hateful_memes_images/48279.png,0.32965967059135437,a neutral image
52610,i'm sick of politics so here's a pic of michelle obama riding a unicorn,1,data/raw/hateful_memes_images/52610.png,0.2804795503616333,a neutral image
58371,when you suck at photoshop,0,data/raw/hateful_memes_images/58371.png,0.2546417713165283,a neutral image
27401,for the last time.. i'm not michelle obama,0,data/raw/hateful_memes_images/27401.png,0.32711291313171387,a neutral image
89574,i'm cute,0,data/raw/hateful_memes_images/89574.png,0.23457661271095276,a meme about us (in-group)
25473,and then i told them you're going on a fun camping trip,0,data/raw/hateful_memes_images/25473.png,0.36190271377563477,a meme about us (in-group)
47913,"the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama",0,data/raw/hateful_memes_images/47913.png,0.3423224091529846,a meme about them (out-group)
8295,please consider donating water to children in need,0,data/raw/hateful_memes_images/08295.png,0.35367247462272644,a neutral image
2497,you're a wizard motherfucker,0,data/raw/hateful_memes_images/02497.png,0.20195874571800232,a neutral image
90471,"relax mexicans you are rapists, drug lords and criminals",1,data/raw/hateful_memes_images/90471.png,0.36474013328552246,a meme about them (out-group)
69357,hey look at me! i'm a serial pedofile,0,data/raw/hateful_memes_images/69357.png,0.3214399516582489,a meme about them (out-group)
54602,when you just finished shooting a bunch of black kids but accidently killed a squirrel,1,data/raw/hateful_memes_images/54602.png,0.24189883470535278,a neutral image
15320,obama working to legalize medical cannabis for all of the usa,0,data/raw/hateful_memes_images/15320.png,0.2813310921192169,a neutral image
63182,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean,0,data/raw/hateful_memes_images/63182.png,0.34946244955062866,a meme about us (in-group)
20619,when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up,1,data/raw/hateful_memes_images/20619.png,0.2614607810974121,a meme about us (in-group)
82457,ring ring hello? i've been waiting for your call all damn day!!!,0,data/raw/hateful_memes_images/82457.png,0.2529023289680481,a meme about us (in-group)
81059,i like my refugees like this '' '' '',0,data/raw/hateful_memes_images/81059.png,0.3304460942745209,a meme about them (out-group)
42137,when you get hungry you can either think about it or..,0,data/raw/hateful_memes_images/42137.png,0.2605944871902466,a meme about us (in-group)
74530,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven,1,data/raw/hateful_memes_images/74530.png,0.2700405716896057,a neutral image
40832,taking photo with a mosque,0,data/raw/hateful_memes_images/40832.png,0.3771573603153229,a neutral image
46127,"""ay, tone. how'd da gas stay in if da door is made of wood?""",0,data/raw/hateful_memes_images/46127.png,0.30318623781204224,a meme about us (in-group)
87594,"what do i have in common with cow pies? the older we get, the easier for you to pick us up!",0,data/raw/hateful_memes_images/87594.png,0.264163076877594,a meme about us (in-group)
12548,running chocolate,0,data/raw/hateful_memes_images/12548.png,0.33632445335388184,a neutral image
12894,"imagine, if you will an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free",0,data/raw/hateful_memes_images/12894.png,0.3121819496154785,a meme about them (out-group)
2476,im never doing a garden again!,0,data/raw/hateful_memes_images/02476.png,0.29867297410964966,a meme about us (in-group)
6937,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion",1,data/raw/hateful_memes_images/06937.png,0.3745681643486023,a meme about them (out-group)
5762,"listen bitch, before you start fucking with me you should know my team is bigger",0,data/raw/hateful_memes_images/05762.png,0.19367949664592743,a neutral image
40259,masturbation it's not just for men,0,data/raw/hateful_memes_images/40259.png,0.2394561916589737,a neutral image
85072,what is this sleep of which you speak?,0,data/raw/hateful_memes_images/85072.png,0.22497186064720154,a neutral image
46537,"oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice",0,data/raw/hateful_memes_images/46537.png,0.36284804344177246,a neutral image
56432,"what if i told you that you cant ""tolerate"" a person who agrees with you? """,0,data/raw/hateful_memes_images/56432.png,0.2799626588821411,a neutral image
39805,look both ways before you cross the street,0,data/raw/hateful_memes_images/39805.png,0.2827337980270386,a meme about them (out-group)
29163,what kind of punch can take out 20 kids and 6 adults? a sandy hook,1,data/raw/hateful_memes_images/29163.png,0.3492031693458557,a meme about them (out-group)
36072,"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink",0,data/raw/hateful_memes_images/36072.png,0.3145325183868408,a meme about us (in-group)
60147,meditation before going to school,0,data/raw/hateful_memes_images/60147.png,0.3406946063041687,a meme about us (in-group)
90583,we can kill as many as we want and your stupid government keeps bringing us in,1,data/raw/hateful_memes_images/90583.png,0.27087557315826416,a meme about us (in-group)
38612,so there is this new implant that can actually fix stupid,0,data/raw/hateful_memes_images/38612.png,0.24547994136810303,a neutral image
52097,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash",1,data/raw/hateful_memes_images/52097.png,0.2662616968154907,a meme about them (out-group)
34961,this cat is pushing a watermelon out of a lake. your argument is invalid,0,data/raw/hateful_memes_images/34961.png,0.321601003408432,a neutral image
15803,what do you call a retarded jew? auschwistic,1,data/raw/hateful_memes_images/15803.png,0.3089158535003662,a meme about us (in-group)
89762,that blackened chicken was so dry it reminded me of your mother,0,data/raw/hateful_memes_images/89762.png,0.32523271441459656,a meme about them (out-group)
38465,"yo dawg, i heard you like memes  so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes",0,data/raw/hateful_memes_images/38465.png,0.28659388422966003,a neutral image
53289,when everybody's worried about their ex but you're just here enjoying your lemonade,0,data/raw/hateful_memes_images/53289.png,0.2702750563621521,a meme about us (in-group)
75321,cannibal tribe from indonesia will take muslim refugess in any amount,1,data/raw/hateful_memes_images/75321.png,0.266510009765625,a neutral image
18350,when you see the gas bill,0,data/raw/hateful_memes_images/18350.png,0.3240124583244324,a meme about us (in-group)
91547,cheers to all the people who can change their minds when presented with information that contradicts their beliefs,0,data/raw/hateful_memes_images/91547.png,0.3386474847793579,a meme about them (out-group)
30247,broken chair,0,data/raw/hateful_memes_images/30247.png,0.253395140171051,a neutral image
93741,stop being a bitch,0,data/raw/hateful_memes_images/93741.png,0.2241978943347931,a neutral image
51243,honestly how often do you masturbate?,0,data/raw/hateful_memes_images/51243.png,0.23664987087249756,a meme about us (in-group)
5384,spending quality time with dad,0,data/raw/hateful_memes_images/05384.png,0.23873063921928406,a neutral image
1845,when you consume too much trans fat,0,data/raw/hateful_memes_images/01845.png,0.2810826599597931,a meme about us (in-group)
34791,when i was a boy we didn't have things like adhd. it was called being a little bastard,1,data/raw/hateful_memes_images/34791.png,0.2651021480560303,a neutral image
41385,y'all kids claims to be victims of slavery when we were the ones who lived it,0,data/raw/hateful_memes_images/41385.png,0.19948351383209229,a neutral image
34508,jews are the problem. not just zionists or israelis. jews. all of them,1,data/raw/hateful_memes_images/34508.png,0.34216099977493286,a meme about them (out-group)
80521,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables,0,data/raw/hateful_memes_images/80521.png,0.33888357877731323,a meme about us (in-group)
34165,be happy you dont have neanderthal dna,0,data/raw/hateful_memes_images/34165.png,0.2900981605052948,a meme about them (out-group)
93072,"black people black people ""why would white america do this?""",1,data/raw/hateful_memes_images/93072.png,0.28359538316726685,a meme about them (out-group)
25468,white people walked on all fours before black people came and showed them how to stand up,1,data/raw/hateful_memes_images/25468.png,0.34163057804107666,a meme about us (in-group)
9617,when you turn on the light and realize you have been fisting the wrong hole,0,data/raw/hateful_memes_images/09617.png,0.28100335597991943,a meme about us (in-group)
96258,its national hebrew day go pick up a hot girl,1,data/raw/hateful_memes_images/96258.png,0.23047161102294922,a neutral image
96578,mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims!,1,data/raw/hateful_memes_images/96578.png,0.3512454032897949,a meme about them (out-group)
35618,i woke up like this,0,data/raw/hateful_memes_images/35618.png,0.2754729986190796,a meme about us (in-group)
5249,i am still so confused about the strategies in this game,0,data/raw/hateful_memes_images/05249.png,0.2362847775220871,a meme about us (in-group)
57349,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise.""",0,data/raw/hateful_memes_images/57349.png,0.3270849585533142,a meme about us (in-group)
78409,i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me,1,data/raw/hateful_memes_images/78409.png,0.29354894161224365,a meme about them (out-group)
29814,"if you hold a black baby to your ear, you can hear the police sirens",1,data/raw/hateful_memes_images/29814.png,0.3774530589580536,a meme about them (out-group)
20568,meanwhile at the isis strip club,0,data/raw/hateful_memes_images/20568.png,0.25744491815567017,a meme about them (out-group)
84269,just ordered the new anne frank puzzle,1,data/raw/hateful_memes_images/84269.png,0.1765630841255188,a neutral image
68079,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!,1,data/raw/hateful_memes_images/68079.png,0.32059231400489807,a neutral image
41537,i'm not transphobic i just think trans people shouldn't exist,1,data/raw/hateful_memes_images/41537.png,0.32396817207336426,a meme about us (in-group)
12890,hitler getting his tan on,0,data/raw/hateful_memes_images/12890.png,0.36841148138046265,a neutral image
54102,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,1,data/raw/hateful_memes_images/54102.png,0.31710880994796753,a neutral image
63217,when you're facetimeing and accidently fall down the stairs,0,data/raw/hateful_memes_images/63217.png,0.2436436116695404,a meme about us (in-group)
3271,when your wife and girlfriend dont get along,0,data/raw/hateful_memes_images/03271.png,0.29018402099609375,a meme about them (out-group)
35264,i like your cologne what is that? tricare? deers,0,data/raw/hateful_memes_images/35264.png,0.2075687050819397,a neutral image
63710,literally nobody: white people sitting at the bar: can you put it on the golf channel??,1,data/raw/hateful_memes_images/63710.png,0.27751708030700684,a meme about them (out-group)
12348,"bitch, say something else",0,data/raw/hateful_memes_images/12348.png,0.26895570755004883,a neutral image
14052,this is racist but this is not?????,0,data/raw/hateful_memes_images/14052.png,0.24825868010520935,a meme about them (out-group)
81064,"your tits... in my hands, put them you will",0,data/raw/hateful_memes_images/81064.png,0.2471524178981781,a neutral image
74391,there must be some way this victimizes me,0,data/raw/hateful_memes_images/74391.png,0.23816987872123718,a meme about them (out-group)
36152,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died",0,data/raw/hateful_memes_images/36152.png,0.26173293590545654,a meme about them (out-group)
80256,damn girl that's a policy i could get behind,0,data/raw/hateful_memes_images/80256.png,0.2825758457183838,a neutral image
21948,this guy grabs your girl's ass in the bar what do you do?,0,data/raw/hateful_memes_images/21948.png,0.2559671700000763,a meme about them (out-group)
70532,it's important to listen to your elders please don't forget!,0,data/raw/hateful_memes_images/70532.png,0.2935246229171753,a meme about us (in-group)
25806,when you have to make your own pool,0,data/raw/hateful_memes_images/25806.png,0.31522706151008606,a meme about us (in-group)
26759,that look when you wanna cut a bitch but you remember your a changed man,1,data/raw/hateful_memes_images/26759.png,0.2781059145927429,a meme about us (in-group)
27398,"if you believe that, i've got a virgin goat to sell you!",0,data/raw/hateful_memes_images/27398.png,0.25443437695503235,a neutral image
18730,immigration invasion learn the difference,0,data/raw/hateful_memes_images/18730.png,0.2882227897644043,a meme about them (out-group)
75216,want one as a slave when you watch how slow they work and you wonder why anyone would,0,data/raw/hateful_memes_images/75216.png,0.2905612289905548,a neutral image
91754,when you finally buy a dishwasher this works a lot better than a sponge,0,data/raw/hateful_memes_images/91754.png,0.3462303876876831,a meme about us (in-group)
42153,we build our houses with stone,0,data/raw/hateful_memes_images/42153.png,0.309017539024353,a meme about them (out-group)
83456,whats the difference between santa and the jews santa goes down the chimney,1,data/raw/hateful_memes_images/83456.png,0.23232027888298035,a neutral image
18673,how to remember kid in hot car keep 2nd road beer with them,0,data/raw/hateful_memes_images/18673.png,0.27591410279273987,a neutral image
97523,you are so cute,0,data/raw/hateful_memes_images/97523.png,0.2815273404121399,a meme about us (in-group)
24631,it's ma'am!! yooouu lookah like a man,1,data/raw/hateful_memes_images/24631.png,0.25373581051826477,a meme about us (in-group)
23748,bigbird singing to child on seasame street,0,data/raw/hateful_memes_images/23748.png,0.3686589300632477,a meme about them (out-group)
69412,best part about a hooker dying on you? the 2nd hour is free,0,data/raw/hateful_memes_images/69412.png,0.20794734358787537,a neutral image
59073,the enemy within ilhan omar linda sarsour rashida tlaib ocasto-cortez,0,data/raw/hateful_memes_images/59073.png,0.3415652811527252,a meme about them (out-group)
28405,white people already paid reparations,0,data/raw/hateful_memes_images/28405.png,0.33261746168136597,a meme about them (out-group)
63492,making america white again,0,data/raw/hateful_memes_images/63492.png,0.3035780191421509,a meme about us (in-group)
92670,"scared you today, didn't i?",0,data/raw/hateful_memes_images/92670.png,0.2852970063686371,a neutral image
78351,subway is similar to prostitution you pay someone else to do your wife's job,1,data/raw/hateful_memes_images/78351.png,0.19387339055538177,a neutral image
79856,my friends coming to see me after a crazy friday night,0,data/raw/hateful_memes_images/79856.png,0.2537749707698822,a meme about us (in-group)
71436,trump supporters be like mexicans stole my teeth,0,data/raw/hateful_memes_images/71436.png,0.31034237146377563,a meme about them (out-group)
3258,"i heard we can get free steroids in australia please help feed and house this poor, defenceless refugee. don't be racist and let me in!",1,data/raw/hateful_memes_images/03258.png,0.34966155886650085,a meme about them (out-group)
20736,go be gay somewhere else,1,data/raw/hateful_memes_images/20736.png,0.2987704873085022,a meme about them (out-group)
50487,celebreated 4/20 on january 5th because i know how to reduce fractions,0,data/raw/hateful_memes_images/50487.png,0.21772384643554688,a meme about us (in-group)
6431,when the employee asks what bra size you wear,0,data/raw/hateful_memes_images/06431.png,0.3064432740211487,a meme about us (in-group)
51473,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,1,data/raw/hateful_memes_images/51473.png,0.28279978036880493,a meme about them (out-group)
34901,gays aids it really be like that,1,data/raw/hateful_memes_images/34901.png,0.301224946975708,a meme about us (in-group)
28793,congratulations it's non binary,0,data/raw/hateful_memes_images/28793.png,0.3296204209327698,a meme about us (in-group)
5172,islam is the religion of peace! if you don't agree i kill you!,1,data/raw/hateful_memes_images/05172.png,0.33665138483047485,a meme about them (out-group)
98501,send me sexy pic,0,data/raw/hateful_memes_images/98501.png,0.3258519172668457,a neutral image
96231,when you're a convicted rapist but reruns of your show are still on tv because it's not like you tweeted something,0,data/raw/hateful_memes_images/96231.png,0.20674863457679749,a neutral image
81673,when they don't get the memo that they lost the war,0,data/raw/hateful_memes_images/81673.png,0.24921686947345734,a meme about them (out-group)
48635,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face,1,data/raw/hateful_memes_images/48635.png,0.3065391778945923,a neutral image
43612,racing for pink slips in africa,1,data/raw/hateful_memes_images/43612.png,0.27560901641845703,a meme about us (in-group)
15480,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!",1,data/raw/hateful_memes_images/15480.png,0.2001229077577591,a neutral image
41830,if he's marrying me then why's he fucking my mom,0,data/raw/hateful_memes_images/41830.png,0.2992188632488251,a meme about them (out-group)
81069,when you bout to nut in your cousin and you hear the barn door open,0,data/raw/hateful_memes_images/81069.png,0.2428084909915924,a meme about us (in-group)
72584,9 months before i was born i went to a party with my dad and left with my mom,0,data/raw/hateful_memes_images/72584.png,0.3205399215221405,a meme about us (in-group)
51763,go be gay somewhere else,1,data/raw/hateful_memes_images/51763.png,0.30543673038482666,a meme about them (out-group)
6873,just got a bootleg copy of muslim porn deep goat,1,data/raw/hateful_memes_images/06873.png,0.3412032425403595,a meme about us (in-group)
8523,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,1,data/raw/hateful_memes_images/08523.png,0.29446694254875183,a meme about them (out-group)
6359,what women think they'll do when the economy collapses vs what they'll actually do,0,data/raw/hateful_memes_images/06359.png,0.2934112548828125,a meme about them (out-group)
93260,when she smiles at you from a distance,0,data/raw/hateful_memes_images/93260.png,0.3077456057071686,a meme about us (in-group)
40839,see if you can find the guys from white chicks lol,0,data/raw/hateful_memes_images/40839.png,0.31683701276779175,a meme about them (out-group)
8516,smirked at an adult media coverage: 30 days shot up a school media coverage: 2 days,0,data/raw/hateful_memes_images/08516.png,0.27783775329589844,a meme about us (in-group)
53012,"nothing says ""pull me over"" like some red solo cup brake lights!",0,data/raw/hateful_memes_images/53012.png,0.27917397022247314,a meme about us (in-group)
76250,chillin with my chromies,1,data/raw/hateful_memes_images/76250.png,0.3221675753593445,a meme about us (in-group)
26198,"hillary isn't in jail, the wall isn't built, isis hasn't been defeated & obamacare is still in place but trump gave himself a $23 million tax cut and that is important to me",0,data/raw/hateful_memes_images/26198.png,0.2685738205909729,a neutral image
61952,what i say about the gunman every time there's a mass shooting,0,data/raw/hateful_memes_images/61952.png,0.29492151737213135,a neutral image
80269,this is really out of mein kampfert zone,0,data/raw/hateful_memes_images/80269.png,0.2452819049358368,a neutral image
5712,god will forgive you no matter what you've done sweet,0,data/raw/hateful_memes_images/05712.png,0.2868325114250183,a neutral image
72941,hey liberals & democrats have you forgotten,0,data/raw/hateful_memes_images/72941.png,0.27886274456977844,a neutral image
21853,pure american muscle,0,data/raw/hateful_memes_images/21853.png,0.3334502577781677,a neutral image
35219,they stole ma chickin i stole their life,1,data/raw/hateful_memes_images/35219.png,0.22623664140701294,a neutral image
90146,all races are equal,0,data/raw/hateful_memes_images/90146.png,0.33252406120300293,a meme about them (out-group)
51278,when you haven't stolen anything in a week,0,data/raw/hateful_memes_images/51278.png,0.26678478717803955,a neutral image
63095,when you have errands to run but you're too tired to deal,0,data/raw/hateful_memes_images/63095.png,0.25686734914779663,a meme about us (in-group)
96058,husband gives massage.. ...aaaand now i have a dick in me,0,data/raw/hateful_memes_images/96058.png,0.3624507784843445,a meme about us (in-group)
56871,who cares if mexicans are offended americans are offended by illegal immigration,1,data/raw/hateful_memes_images/56871.png,0.3428459167480469,a meme about them (out-group)
25180,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,1,data/raw/hateful_memes_images/25180.png,0.22326773405075073,a neutral image
37259,loyalty always has a cost some times it pays off... ...and some times you take a loss,0,data/raw/hateful_memes_images/37259.png,0.2784314751625061,a meme about us (in-group)
48106,fuck islam,1,data/raw/hateful_memes_images/48106.png,0.23780331015586853,a neutral image
19352,ain't nothing but a goat,0,data/raw/hateful_memes_images/19352.png,0.2515661418437958,a neutral image
65213,"what your ancestors were doing july 4, 1776 what dummies do today for july 4th",0,data/raw/hateful_memes_images/65213.png,0.24785923957824707,a neutral image
24368,ignorance and hate will lead you to nothing but shame,0,data/raw/hateful_memes_images/24368.png,0.3231109380722046,a meme about them (out-group)
58426,when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome,0,data/raw/hateful_memes_images/58426.png,0.203409805893898,a meme about us (in-group)
96785,lost african tribe,0,data/raw/hateful_memes_images/96785.png,0.31921470165252686,a neutral image
40567,anne frank writing in her diary,0,data/raw/hateful_memes_images/40567.png,0.344361811876297,a meme about us (in-group)
38625,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)",1,data/raw/hateful_memes_images/38625.png,0.27888357639312744,a meme about them (out-group)
4823,definitely a new cultural era!,0,data/raw/hateful_memes_images/04823.png,0.3163941502571106,a meme about us (in-group)
25368,when you suicide bomb an islamic mosque during a friday worship,1,data/raw/hateful_memes_images/25368.png,0.19415628910064697,a neutral image
93826,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting",0,data/raw/hateful_memes_images/93826.png,0.27651408314704895,a meme about them (out-group)
56392,dick punch funny regardless of species,0,data/raw/hateful_memes_images/56392.png,0.3539898693561554,a meme about us (in-group)
30986,this beef is so raw its eating the salad,0,data/raw/hateful_memes_images/30986.png,0.2083064764738083,a neutral image
75823,lisa page: obama doj ordered fbi not to prosecute hillary clinton why is the mainstream media ignoring this bombshell,0,data/raw/hateful_memes_images/75823.png,0.27954888343811035,a meme about them (out-group)
84072,when you're fucking but wanna make sure he's not stealing anything,0,data/raw/hateful_memes_images/84072.png,0.20268896222114563,a neutral image
93147,replaced kitty litter with pop rocks,0,data/raw/hateful_memes_images/93147.png,0.31496816873550415,a neutral image
92874,so..convert to islam or die?  i say fuck it..let's roll,0,data/raw/hateful_memes_images/92874.png,0.23237882554531097,a neutral image
27946,cadbury's halal creme eggs  now available in special edition,1,data/raw/hateful_memes_images/27946.png,0.3270317316055298,a neutral image
93614,"i'm sorry i left the seat up, it won't happen again",0,data/raw/hateful_memes_images/93614.png,0.3073588013648987,a meme about us (in-group)
93521,ever notice that christians are bad drivers,1,data/raw/hateful_memes_images/93521.png,0.34482264518737793,a neutral image
2691,teaching them how to hunt young,0,data/raw/hateful_memes_images/02691.png,0.2639254927635193,a meme about them (out-group)
91708,when mohamed puts it inside,0,data/raw/hateful_memes_images/91708.png,0.2855677604675293,a neutral image
25783,let's see if they get scared now ! bring they ass out here ! we will cut their heads off,0,data/raw/hateful_memes_images/25783.png,0.2875724136829376,a meme about them (out-group)
16098,when you find out who's been eating your leftovers,0,data/raw/hateful_memes_images/16098.png,0.19901728630065918,a neutral image
30452,trump supporters be like show me where he lied,0,data/raw/hateful_memes_images/30452.png,0.23694150149822235,a neutral image
